skill_1,skill_2,frequency
project management,use object-oriented programming,1
start up chocolate moulding line,tools for software configuration management,1
start up chocolate moulding line,types of tidal stream generators,1
start up chocolate moulding line,use object-oriented programming,1
tools for software configuration management,types of tidal stream generators,1
tools for software configuration management,use object-oriented programming,1
types of tidal stream generators,use object-oriented programming,1
Microsoft Excel,quantitative analysis,1
Kali Linux,TensorFlow,1
C++,Kali Linux,1
C++,Matplotlib,1
C++,NumPy,1
JSONB,TypeScript,1
JSONB,XML,1
JSONB,network engineering,1
JSONB,software UI design patterns,1
JSONB,unified modelling language,1
Microsoft Azure,NoSQL,1
Microsoft Azure,TypeScript,1
Microsoft Azure,XML,1
Microsoft Azure,network engineering,1
Microsoft Azure,software UI design patterns,1
C#,JSONB,1
C#,Microsoft Azure,1
Matplotlib,artificial neural networks,1
Matplotlib,computer programming,1
Matplotlib,computer vision,1
Matplotlib,deep learning,1
NumPy,PyTorch,1
Git,SciPy,1
Git,artificial neural networks,1
Git,computer vision,1
Git,deep learning,1
Kali Linux,Matplotlib,1
Kali Linux,NumPy,1
Kali Linux,PyTorch,1
Kali Linux,Python,1
Kali Linux,R,1
Kali Linux,SciPy,1
Kali Linux,Scikit-learn,1
NumPy,deep learning,1
PyTorch,SciPy,1
Python,SciPy,1
R,SciPy,1
R,artificial neural networks,1
Kali Linux,artificial neural networks,1
Kali Linux,computer programming,1
Kali Linux,computer vision,1
Kali Linux,deep learning,1
Matplotlib,NumPy,1
Matplotlib,PyTorch,1
Matplotlib,Python,1
Matplotlib,R,1
Matplotlib,SciPy,1
Matplotlib,Scikit-learn,1
Matplotlib,TensorFlow,1
NumPy,TensorFlow,1
NumPy,artificial neural networks,1
C#,software UI design patterns,1
C#,unified modelling language,1
JSON,JSONB,1
JSON,Microsoft Azure,1
JSON,TypeScript,1
JSON,network engineering,1
Angular,TypeScript,1
Angular,XML,1
Angular,network engineering,1
Angular,software UI design patterns,1
Angular,unified modelling language,1
Azure DevOps,C#,1
NumPy,computer programming,1
NumPy,computer vision,1
Java (computer programming),algorithms,1
MXNet,PyTorch,1
MXNet,Python,1
MXNet,R,1
MXNet,TensorFlow,1
SciPy,Scikit-learn,1
SciPy,TensorFlow,1
SciPy,artificial neural networks,1
SciPy,computer programming,1
SciPy,computer vision,1
SciPy,deep learning,1
Scikit-learn,artificial neural networks,1
Scikit-learn,computer programming,1
Apache Spark,C++,1
NumPy,SciPy,1
NumPy,Scikit-learn,1
Azure DevOps,JSONB,1
Azure DevOps,Microsoft Azure,1
Azure DevOps,NoSQL,1
Azure DevOps,TypeScript,1
Azure DevOps,XML,1
Azure DevOps,network engineering,1
Azure DevOps,software UI design patterns,1
Azure DevOps,unified modelling language,1
C#,JSON,1
SPSS,Stata,1
SPSS,Tableau,1
SPSS,use spreadsheets software,1
SQL,Stata,1
SQL,use spreadsheets software,1
Stata,Tableau,1
Java (computer programming),MXNet,1
QlikView Expressor,SAS,1
ICT project management methodologies,Microsoft Excel,1
ICT project management methodologies,Microsoft Project,1
ICT project management methodologies,Waterfall development,1
ICT project management methodologies,fit low vision aids,1
MXNet,algorithms,1
MXNet,computer programming,1
MXNet,deep learning,1
MXNet,machine learning,1
MXNet,reverse engineering,1
PyTorch,reverse engineering,1
TensorFlow,reverse engineering,1
Apache Spark,MXNet,1
C++,MXNet,1
C++,algorithms,1
Azure DevOps,JSON,1
Apache Hadoop,data visualisation software,1
Apache Hadoop,statistics,1
Power BI,data mining,1
Stata,use spreadsheets software,1
Tableau,use spreadsheets software,1
Angular,Azure DevOps,1
Angular,C#,1
Angular,JSON,1
Angular,JSONB,1
Angular,Microsoft Azure,1
Angular,NoSQL,1
Angular,R,1
Angular,SQL,1
Power BI,use spreadsheets software,1
Python,Stata,1
Python,use spreadsheets software,1
Docker,Pandas,1
Docker,SQL,1
Docker,Scala,1
Docker,Snowflake,1
ICT project management methodologies,use presentation software,1
Microsoft Excel,Microsoft Project,1
Microsoft Excel,Waterfall development,1
Microsoft Project,Waterfall development,1
Microsoft Project,use presentation software,1
Waterfall development,fit low vision aids,1
Waterfall development,integrated circuits,1
Waterfall development,use presentation software,1
Apache Airflow,C++,1
Apache Airflow,Docker,1
Apache Airflow,Java (computer programming),1
Apache Airflow,Scikit-learn,1
MATLAB,SPSS,1
Kubernetes,Pandas,1
Kubernetes,SQL,1
Kubernetes,Scala,1
Kubernetes,Snowflake,1
Kubernetes,data science,1
Kubernetes,reverse engineering,1
Pandas,SQL,1
Pandas,Scikit-learn,1
C++,Docker,1
C++,Kubernetes,1
C++,Pandas,1
C++,Scala,1
C++,Snowflake,1
C++,data science,1
Docker,Java (computer programming),1
Docker,reverse engineering,1
Java (computer programming),Kubernetes,1
Java (computer programming),Pandas,1
Java (computer programming),data science,1
QlikView Expressor,SPSS,1
QlikView Expressor,Stata,1
QlikView Expressor,use spreadsheets software,1
R,Stata,1
R,use spreadsheets software,1
SAS,Stata,1
SAS,use spreadsheets software,1
MATLAB,Power BI,1
MATLAB,Python,1
MATLAB,QlikView Expressor,1
MATLAB,R,1
MATLAB,SAS,1
Amazon Web Services,SAS,1
Amazon Web Services,SPSS,1
Amazon Web Services,arrange surgery operating site,1
Amazon Web Services,computer programming,1
Amazon Web Services,computer simulation,1
Pandas,data science,1
Pandas,machine learning,1
Python,data science,1
SQL,data science,1
Scikit-learn,Snowflake,1
Scikit-learn,data science,1
Scikit-learn,reverse engineering,1
Snowflake,data science,1
Snowflake,machine learning,1
data science,reverse engineering,1
Docker,data science,1
Apache Hadoop,computer programming,1
Apache Hadoop,computer simulation,1
Apache Hadoop,machine learning,1
Apache Hadoop,mathematics,1
Apache Hadoop,natural gas,1
Apache Hadoop,perform fuel reconciliation,1
GitHub,R,1
GitHub,SAS,1
Microsoft Excel,design database scheme,1
Microsoft SharePoint,blockchain consensus mechanisms,1
Microsoft SharePoint,design database scheme,1
SQL,design database scheme,1
blockchain consensus mechanisms,design database scheme,1
computer programming,design database scheme,1
design database scheme,integrated circuits,1
Amazon Web Services,GitHub,1
GitHub,machine learning,1
GitHub,mathematics,1
GitHub,natural gas,1
GitHub,perform fuel reconciliation,1
Python,arrange surgery operating site,1
Python,perform fuel reconciliation,1
R,arrange surgery operating site,1
R,perform fuel reconciliation,1
SAS,Scala,1
SAS,arrange surgery operating site,1
Amazon Web Services,data models,1
Amazon Web Services,mathematics,1
Amazon Web Services,perform fuel reconciliation,1
Apache Hadoop,GitHub,1
Apache Hadoop,SPSS,1
Apache Hadoop,arrange surgery operating site,1
SPSS,Scala,1
SPSS,arrange surgery operating site,1
SPSS,computer programming,1
SPSS,computer simulation,1
SPSS,data mining,1
SPSS,data models,1
SPSS,machine learning,1
SPSS,mathematics,1
SPSS,natural gas,1
SPSS,perform fuel reconciliation,1
GitHub,SPSS,1
GitHub,arrange surgery operating site,1
GitHub,computer programming,1
GitHub,computer simulation,1
GitHub,data mining,1
GitHub,data models,1
liquidity management,mathematical modelling,1
Scala,data models,1
Scala,mathematics,1
Scala,perform fuel reconciliation,1
arrange surgery operating site,computer programming,1
arrange surgery operating site,computer simulation,1
arrange surgery operating site,data mining,1
arrange surgery operating site,data models,1
arrange surgery operating site,machine learning,1
arrange surgery operating site,mathematics,1
SAS,computer simulation,1
SAS,data models,1
SAS,machine learning,1
SAS,mathematics,1
SAS,natural gas,1
SAS,perform fuel reconciliation,1
Scala,data mining,1
MATLAB,SQL,1
MATLAB,Stata,1
MATLAB,Tableau,1
MATLAB,use spreadsheets software,1
Microsoft Excel,QlikView Expressor,1
Microsoft Excel,SPSS,1
Microsoft Excel,Stata,1
Microsoft Excel,use spreadsheets software,1
Power BI,SPSS,1
Power BI,Stata,1
actuarial science,machine learning,1
actuarial science,mathematical modelling,1
actuarial science,principles of artificial intelligence,1
actuarial science,statistics,1
liquidity management,machine learning,1
Jira,Power BI,1
Jira,Tableau,1
Jira,use databases,1
Microsoft Office,use databases,1
arrange surgery operating site,natural gas,1
arrange surgery operating site,perform fuel reconciliation,1
computer programming,mathematics,1
computer programming,perform fuel reconciliation,1
computer simulation,data mining,1
computer simulation,mathematics,1
computer simulation,perform fuel reconciliation,1
data mining,perform fuel reconciliation,1
SQL,arrange surgery operating site,1
SQL,perform fuel reconciliation,1
Scala,arrange surgery operating site,1
Scala,computer simulation,1
Power BI,Salesforce,1
Power BI,ski,1
Salesforce,ski,1
apply change management,data analytics,1
apply change management,data visualisation software,1
apply change management,demonstrate leadership in social service cases,1
data models,perform fuel reconciliation,1
machine learning,mathematics,1
machine learning,perform fuel reconciliation,1
mathematics,perform fuel reconciliation,1
natural gas,perform fuel reconciliation,1
Visual Basic,blockchain consensus mechanisms,1
blockchain consensus mechanisms,machine learning,1
ICT project management methodologies,Power BI,1
ICT project management methodologies,use databases,1
Jira,Microsoft Office,1
Web3,dbt,1
apply change management,social innovation,1
apply change management,team building,1
apply change management,types of metal manufacturing processes,1
apply change management,use computer telephony integration,1
data analytics,demonstrate leadership in social service cases,1
data analytics,lead others,1
data analytics,make data-driven decisions,1
data analytics,plan,1
Power BI,use databases,1
R,use databases,1
SQL,use databases,1
Tableau,use databases,1
Microsoft Office,project management,1
Microsoft Office,public relations,1
Microsoft Office,statistics,1
apply change management,lead others,1
apply change management,make data-driven decisions,1
apply change management,reverse engineering,1
apply change management,semiconductors,1
apply change management,ski,1
liquidity management,principles of artificial intelligence,1
liquidity management,statistics,1
Microsoft Excel,data analytics,1
Microsoft Excel,office software,1
data analytics,office software,1
MATLAB,Microsoft Excel,1
SQL,Web3,1
SQL,blockchain,1
SQL,dbt,1
Web3,blockchain,1
Web3,database,1
blockchain,dbt,1
database,dbt,1
Derivatives Modeling,actuarial science,1
Derivatives Modeling,liquidity management,1
Derivatives Modeling,machine learning,1
Derivatives Modeling,mathematical modelling,1
Derivatives Modeling,principles of artificial intelligence,1
Derivatives Modeling,statistics,1
actuarial science,liquidity management,1
Apache Kafka,Web3,1
Apache Kafka,blockchain,1
Apache Kafka,database,1
Apache Spark,Google Cloud Platform,1
